name;professor;contentReview;teachingReview;contentGrade;teachingGrade;average;trimester;day;time;round;bet;year;upvotes;author
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;4;6;5;T3;Vendredi / Friday;9h-12h;1er tour;30;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;7;8,5;T3;Vendredi / Friday;9h-12h;3ème tour;0;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;0;4,5;T3;Vendredi / Friday;9h-12h;1er tour;31;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;0;8;4;T3;Vendredi / Friday;9h-12h;3ème tour;0;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;2;9;5,5;T3;Vendredi / Friday;9h-12h;2ème tour;11;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;5;0;2,5;T3;Vendredi / Friday;9h-12h;1er tour;23;2013/2014;0;Kalypso
Personality Styles and Careers;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;2;4;3;T3;Mercredi / Wednesday;9h-12h;1er tour;19;2013/2014;0;Kalypso
Philosophie et commerce;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;1;5,5;T3;Mercredi / Wednesday;13h15-16h15;1er tour;12;2013/2014;0;Kalypso
Philosophie et commerce;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;5;6;5,5;T3;Mercredi / Wednesday;13h15-16h15;2ème tour;6;2013/2014;0;Kalypso
Philosophie et commerce;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;8;7,5;T3;Mercredi / Wednesday;13h15-16h15;1er tour;9;2013/2014;0;Kalypso
Piloter plans et projets;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;8;6;7;T3;Mardi / Tuesday;16h30-19h30;1er tour;1;2013/2014;0;Kalypso
Politique financière;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;10;9,5;T3;Mardi / Tuesday;9h-12h;1er tour;43;2013/2014;0;Kalypso
